724,453
724,463
724,471
724,480
726,488
726,497
726,505
726,513
727,520
728,529
729,540
730,552
730,559
730,569
731,580
732,594
732,604
734,615
736,626
737,640
726,645
717,646
709,651
698,654
691,654
682,655
675,658
666,659
658,660
651,660
648,639
648,631
648,624
647,619
647,613
646,604
645,594
645,588
645,580
643,570
645,517
650,512
654,508
658,504
663,498
669,489
675,484
678,480
686,474
694,467
706,504
701,511
692,517
687,523
681,530
673,536
668,539
663,544
659,548
652,553
637,491
639,475
639,469
639,461
639,453
638,444
638,436
638,430
637,420
637,407
653,308
660,313
667,318
672,323
678,327
686,333
691,338
701,343
708,348
716,354
695,391
689,387
684,384
678,380
673,376
667,373
659,366
652,360
645,354
638,347
638,215
647,215
660,214
672,215
681,215
690,215
697,215
704,218
714,218
726,220
725,265
719,267
711,266
702,266
695,266
688,264
676,264
668,264
660,264
645,263
633,151
641,151
650,151
660,150
671,148
682,148
689,148
696,149
712,147
722,149
764,134
769,148
770,156
775,169
777,185
781,199
785,211
787,223
790,238
790,250
791,267
795,285
796,300
796,314
798,328
798,339
798,352
797,369
793,390
792,412
761,379
761,368
761,357
759,339
759,332
758,315
758,297
758,281
757,258
754,231
603,217
581,217
573,217
566,216
559,216
547,214
527,212
521,209
514,209
505,209
465,126
454,136
448,149
446,160
439,183
434,199
430,216
425,232
425,254
421,275
416,290
416,304
416,323
416,344
416,353
416,363
411,386
413,404
414,413
417,428
455,404
455,386
455,358
454,329
455,306
458,283
460,254
471,213
478,187
484,169
506,169
517,169
524,169
528,169
542,169
553,169
566,169
582,169
592,171
610,174
608,270
596,270
574,269
559,269
545,267
531,266
521,266
518,266
504,266
499,266
515,394
523,389
528,386
544,376
555,376
558,374
574,363
585,360
604,348
589,306
580,310
567,310
558,311
549,317
536,326
531,327
521,338
512,344
500,354
507,489
514,497
515,500
523,511
530,515
538,526
549,537
560,546
571,553
585,565
597,539
581,514
573,503
571,502
564,494
558,487
550,476
539,463
532,450
527,439
603,405
603,418
604,436
606,456
606,471
606,477
607,486
608,497
609,505
610,514
477,554
477,562
477,571
477,584
477,591
477,600
477,608
477,617
477,631
474,644
485,654
507,657
523,657
533,657
542,658
542,658
552,658
563,664
572,664
586,664
586,664
586,641
585,626
585,614
585,613
585,604
585,599
585,597
585,592
591,579
